,Molecule ChEMBL ID,Standard Value,Smiles,Receptor_class,MW,LogP,NumHAcceptors,NumHDonors,pIC50
0,CHEMBL257197,26.0,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,active,473.56200000000024,4.083400000000002,9.0,1.0,7.585026652029182
1,CHEMBL257196,140.0,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(N)=O,active,445.5080000000002,3.480500000000002,9.0,2.0,6.853871964321762
2,CHEMBL256996,130.0,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N(C)C,active,473.56200000000024,4.083400000000003,9.0,1.0,6.886056647693163
3,CHEMBL497697,361.0,CN/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,active,390.4260000000001,2.8928000000000003,8.0,3.0,6.442492798094342
4,CHEMBL271668,200.0,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)NCCO)c34)cc2C)cn1,active,473.5330000000003,4.053340000000002,8.0,3.0,6.698970004336019
5,CHEMBL258354,140.0,O=C(COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)N1CCOCC1,active,505.96200000000033,4.238400000000003,8.0,1.0,6.853871964321762
6,CHEMBL1172878,36450.0,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1Cl,inactive,335.74699999999996,3.0097200000000015,6.0,0.0,4.4383024673460065
7,CHEMBL257873,5.0,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2F)cn1,active,479.51600000000036,3.5668200000000008,9.0,3.0,8.301029995663981
8,CHEMBL248108,22.0,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,active,470.55600000000027,3.9331000000000014,8.0,2.0,7.657577319177793
9,CHEMBL246284,55.0,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,active,487.5390000000004,3.5150000000000015,9.0,2.0,7.259637310505756
10,CHEMBL1645471,6.0,Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1,active,336.4430000000001,2.7044200000000007,6.0,2.0,8.221848749616356
11,CHEMBL1645476,6.0,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,active,374.85100000000017,3.1885000000000003,6.0,2.0,8.221848749616356
12,CHEMBL1256436,478.0,Cc1cc(Nc2nc3cccc(Cl)c3o2)ccc1-c1nn([C@H]2CC[C@H](N3CCN(C)CC3)CC2)c2ncnc(N)c12,active,572.1170000000003,5.653220000000006,10.0,2.0,6.320572103387881
13,CHEMBL497697,84.0,CN/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,active,390.4260000000001,2.8928000000000003,8.0,3.0,7.075720713938118
14,CHEMBL524457,18.0,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1,active,444.51800000000026,4.1593000000000035,8.0,2.0,7.7447274948966935
15,CHEMBL498134,509.0,CN1CCN(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)CC1,active,459.53300000000024,2.9208000000000007,9.0,2.0,6.293282217663241
16,CHEMBL592481,4510.0,O=C1CSC(N/N=C/c2cc(Cl)cc(Cl)c2O)=N1,intermediate,304.1580000000001,2.2519000000000005,5.0,2.0,5.345823458122039
17,CHEMBL55994,34673.69,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,inactive,271.29699999999997,2.949180000000001,5.0,2.0,4.459999937940861
18,CHEMBL3827349,1350.0,c1cnc2ccc(Nc3ncnc4ccc(-c5cnn(C6CCNCC6)c5)cc34)cc2c1,intermediate,421.5080000000002,4.709600000000004,7.0,2.0,5.8696662315049934
19,CHEMBL93262,1000.0,COc1cc(Nc2c(C#N)cnc3cc4[nH]c(NCCN5CCOCC5)nc4cc23)cc(OC)c1OC,active,503.56300000000044,3.4962800000000023,10.0,3.0,6.0
20,CHEMBL208433,61000.0,CC1(C)CC2=Nc3ccccc3NC(c3cccc(O)c3O)C2=C(O)C1,inactive,350.4180000000001,4.969200000000004,5.0,4.0,4.214670164989233
21,CHEMBL315546,90200.0,O=CN1CCN(c2ccc(/C=C3\C(=O)Nc4ccccc43)cc2)CC1,inactive,333.39100000000013,2.457700000000001,3.0,1.0,4.044793462458058
22,CHEMBL448929,54.0,CCc1cc(Nc2nccc(-c3c(-c4cccc(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,active,821.9549999999994,6.849400000000009,11.0,2.0,7.267606240177032
23,CHEMBL475446,431.0,CS(=O)(=O)CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,active,586.1140000000001,5.935700000000004,8.0,3.0,6.3655227298392685
24,CHEMBL597569,24.0,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,active,506.96200000000044,5.025800000000004,8.0,3.0,7.619788758288394
25,CHEMBL31373,4.3,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,active,342.761,4.290400000000002,4.0,2.0,8.366531544420413
26,CHEMBL265367,26.0,Cn1ccnc1S(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1,active,680.6840000000003,6.667300000000006,10.0,2.0,7.585026652029182
27,CHEMBL592004,2240.0,Oc1ccc(CN(Cc2cc(Br)cc(Br)c2O)C(=S)Nc2ccccc2)cc1,intermediate,522.2620000000002,6.022000000000005,3.0,3.0,5.649751981665837
28,CHEMBL328977,124.0,O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,482.4070000000001,4.126600000000002,6.0,2.0,6.906578314837765
29,CHEMBL3965948,21.0,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,active,562.8080000000002,3.7094000000000023,10.0,1.0,7.6777807052660805
30,CHEMBL1958214,3110.0,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,intermediate,369.87700000000007,4.428920000000003,4.0,0.0,5.507239610973162
31,CHEMBL1958221,2750.0,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,intermediate,430.32700000000006,4.2382000000000035,5.0,0.0,5.560667306169737
32,CHEMBL1958022,3050.0,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)=N1,intermediate,400.30100000000004,4.229600000000003,4.0,0.0,5.515700160653214
33,CHEMBL1958024,6210.0,COc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,intermediate,351.4310000000001,3.4757000000000016,5.0,0.0,5.20690839982342
34,CHEMBL1958027,13160.0,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Cl)cc2)=N1,inactive,373.8400000000001,4.259600000000003,4.0,0.0,4.8807441107220635
35,CHEMBL1958032,16420.0,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(F)cc2)=N1,inactive,373.8400000000001,4.259600000000003,4.0,0.0,4.784626847216578
36,CHEMBL1958033,9960.0,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Cl)cc2)=N1,intermediate,390.29500000000013,4.773900000000004,4.0,0.0,5.001740661576301
37,CHEMBL1958212,2240.0,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1,intermediate,335.4320000000001,3.775520000000003,4.0,0.0,5.649751981665837
38,CHEMBL359705,1391.0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1ccccc1N(C)C,intermediate,618.1370000000001,8.199080000000004,7.0,2.0,5.856672870007953
39,CHEMBL175552,2100.0,CCOc1cc2ncc(C#N)c(Nc3ccc(N(C)Cc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,intermediate,569.109,6.594880000000006,7.0,2.0,5.6777807052660805
40,CHEMBL1256435,15.4,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4Cl)c4c(N)ncnc43)CC2)CC1,active,592.5349999999999,5.998200000000006,10.0,2.0,7.8124792791635365
41,CHEMBL1258231,14.5,CN1CCC(N2CCC(n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,active,558.0899999999999,5.344800000000004,10.0,2.0,7.838631997765025
42,CHEMBL1256427,21.5,COCCCN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,active,616.1699999999998,5.7515000000000045,11.0,2.0,7.667561540084395
43,CHEMBL269620,15000.0,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,inactive,599.6600000000002,6.551200000000005,9.0,2.0,4.823908740944319
44,CHEMBL361343,27.0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCO,active,586.0920000000001,5.8999800000000056,8.0,3.0,7.568636235841013
45,CHEMBL178958,171.0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,active,626.1569999999999,7.086680000000006,8.0,2.0,6.767003889607846
46,CHEMBL334801,13.0,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,active,498.3850000000001,3.0935000000000006,7.0,3.0,7.886056647693163
47,CHEMBL160303,60.0,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,active,555.6890000000003,5.351400000000004,10.0,2.0,7.221848749616356
48,CHEMBL160303,28.0,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,active,555.6890000000003,5.351400000000004,10.0,2.0,7.552841968657781
49,CHEMBL2048796,1.6,O=C1Cc2c(cccc2Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)N1,active,435.8710000000002,4.107500000000001,7.0,3.0,8.795880017344075
50,CHEMBL364623,5200.0,Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1,intermediate,373.8690000000001,4.507660000000002,6.0,2.0,5.2839966563652006
51,CHEMBL444619,5.0,COc1cc(ON2CCC(C)CC2)c2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2c1,active,506.00600000000026,6.035100000000005,8.0,1.0,8.301029995663981
52,CHEMBL50344,170.0,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,329.2010000000001,4.177600000000002,4.0,2.0,6.769551078621726
53,CHEMBL221698,92.0,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC[C@H](c2ccccc2)C1,active,343.4270000000001,1.2662,4.0,3.0,7.036212172654444
54,CHEMBL359630,69.0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/Cc1c[nH]cn1,active,579.0600000000002,6.941680000000004,7.0,3.0,7.161150909262744
55,CHEMBL175492,246.0,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC,active,556.0660000000001,6.537480000000007,7.0,2.0,6.609064892896621
56,CHEMBL1683959,1800.0,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCCCN1CCOCC1,intermediate,514.0010000000003,4.972920000000005,8.0,1.0,5.7447274948966935
57,CHEMBL505463,180.0,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Oc5ccnc6ccc(F)cc56)c(Cl)c4)c3s2)C1)N1CCOCC1,active,645.1159999999998,6.118700000000005,10.0,2.0,6.7447274948966935
58,CHEMBL503253,130.0,CC(c1cccc(F)c1)n1ncc2cc(Nc3ncnc4cc(C#C[C@@H]5C[C@@H](OC(=O)N6CCOCC6)CN5)sc34)ccc21,active,611.7030000000003,5.083800000000004,10.0,2.0,6.886056647693163
59,CHEMBL328710,100000.0,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,inactive,264.328,3.245300000000001,2.0,1.0,4.0
60,CHEMBL2316794,850.0,COc1ccc(-c2csc(N3N=C(c4ccc(Br)cc4)CC3c3ccc4c(c3)OCO4)n2)cc1,active,534.4350000000003,6.665600000000005,7.0,0.0,6.070581074285707
61,CHEMBL1173655,17.3,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,active,485.94700000000023,4.389900000000002,7.0,2.0,7.761953896871205
62,CHEMBL3357637,1.38,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,active,551.0220000000002,5.753000000000005,8.0,2.0,8.860120913598763
63,CHEMBL3325471,8900.0,COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,intermediate,464.48900000000026,2.9858800000000008,10.0,1.0,5.050609993355087
64,CHEMBL3325479,800.0,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,active,511.54200000000037,3.025400000000001,11.0,1.0,6.096910013008056
65,CHEMBL553,200.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,active,393.4430000000002,3.405100000000002,7.0,1.0,6.698970004336019
66,CHEMBL3921129,23.0,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,active,576.705,4.912200000000004,9.0,2.0,7.638272163982407
67,CHEMBL3898863,100.0,COc1cc(N2CCC(N3CCN(CCS(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,active,821.9550000000002,6.372000000000007,12.0,2.0,7.0
68,CHEMBL3913169,100.0,COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3c(F)cccn23)n1,active,779.8430000000001,7.436000000000007,10.0,2.0,7.0
69,CHEMBL3954082,1000.0,CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3cc(C)c(N4CCN(CCOC)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F,active,748.8350000000004,7.216520000000007,11.0,2.0,6.0
70,CHEMBL3950023,100.0,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCNCC(=O)NO)cc3)cc12)c1ccccc1,active,473.53700000000015,3.2216000000000014,7.0,6.0,7.0
71,CHEMBL3939306,100.0,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)NCCNCCCCCCC(=O)NO)cc3)cc12)c1ccccc1,active,543.6720000000004,4.573300000000003,7.0,6.0,7.0
72,CHEMBL1256432,16.0,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)c(F)c4)c4c(N)ncnc43)CC2)CC1,active,576.0799999999999,5.483900000000005,10.0,2.0,7.795880017344075
73,CHEMBL1256423,5230.0,Cc1cc(Cl)c2oc(Nc3ccc(-c4nn([C@H]5CC[C@@H](N6CCN(C)CC6)CC5)c5ncnc(N)c45)cc3)nc2c1,intermediate,572.1170000000004,5.653220000000005,10.0,2.0,5.281498311132726
74,CHEMBL1256417,4030.0,Cc1cc(C)c2oc(Nc3ccc(-c4nn([C@H]5CC[C@@H](N6CCN(C)CC6)CC5)c5ncnc(N)c45)cc3F)nc2c1,intermediate,569.6890000000003,5.447340000000004,10.0,2.0,5.394694953858891
75,CHEMBL31373,4.3,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,active,342.761,4.290400000000002,4.0,2.0,8.366531544420413
76,CHEMBL3897363,33.0,CN1CCN(c2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CBr)c5cc34)cc2Cl)CC1,active,575.8510000000001,3.6246000000000027,10.0,1.0,7.481486060122112
77,CHEMBL313259,100000.0,O=C1Nc2ccccc2/C1=C/c1ccc(C(=O)O)cc1,inactive,265.268,2.8775000000000004,2.0,2.0,4.0
78,CHEMBL316008,100000.0,CCOC(=O)c1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,inactive,296.3260000000001,2.9925200000000016,3.0,2.0,4.0
79,CHEMBL2148052,11.0,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,active,562.4790000000002,5.2134000000000045,8.0,2.0,7.958607314841775
80,CHEMBL3142195,4500.0,CC(C)O[C@@H]1[C@H](OC(C)C)[C@@H](COC(=O)CCCC(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)O[C@H]1n1cnc2c(N)ncnc21,intermediate,612.6399999999999,3.459600000000001,14.0,1.0,5.346787486224656
81,CHEMBL214419,360.0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)o1,active,596.6310000000002,6.3654000000000055,8.0,2.0,6.443697499232712
82,CHEMBL213342,26.0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1,active,528.6340000000002,5.346600000000005,8.0,2.0,7.585026652029182
83,CHEMBL377734,50000.0,O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,inactive,401.44200000000006,4.064200000000002,6.0,3.0,4.301029995663981
84,CHEMBL248890,240.0,OCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,active,392.42200000000014,4.208700000000002,5.0,3.0,6.619788758288394
85,CHEMBL257861,4.0,OCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,active,412.83700000000016,3.0950000000000006,8.0,3.0,8.397940008672037
86,CHEMBL271705,1.0,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc1ccccn1,active,481.94400000000036,3.4349000000000016,9.0,2.0,9.0
87,CHEMBL402553,818.0,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc1ccccn1,active,465.94500000000033,4.198500000000003,8.0,2.0,6.087246696328677
88,CHEMBL87084,10000.0,Oc1cc2cc(-c3ccncc3)cnc2cc1O,inactive,238.24599999999998,2.7080000000000006,4.0,2.0,5.0
89,CHEMBL2348418,30.0,CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,active,570.096,5.240400000000003,9.0,3.0,7.522878745280337
90,CHEMBL2348416,18.0,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,active,478.96100000000024,6.252600000000003,8.0,2.0,7.7447274948966935
91,CHEMBL3985079,10000.0,CCOC(=O)c1ccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)cc1,inactive,515.3200000000003,3.3961000000000023,10.0,1.0,5.0
92,CHEMBL3915306,10000.0,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)cc4)c3cc21,inactive,583.8260000000001,5.451800000000004,9.0,1.0,5.0
93,CHEMBL246493,560.0,Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1,active,497.9580000000004,4.349400000000002,8.0,2.0,6.251811972993799
94,CHEMBL388978,108.0,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,active,466.5410000000003,4.354000000000003,6.0,2.0,6.966576244513051
95,CHEMBL4515526,212.0,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(F)cc2)nn1,active,547.9530000000002,5.648300000000003,8.0,2.0,6.673664139071248
96,CHEMBL4563683,158.0,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(C)cc2)nn1,active,543.9900000000002,5.817620000000004,8.0,2.0,6.801342913045577
97,CHEMBL939,151.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,active,446.9100000000004,4.275600000000003,7.0,1.0,6.82102305270683
98,CHEMBL4468464,78.0,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccccc2F)nn1,active,547.9530000000002,5.648300000000003,8.0,2.0,7.107905397309519
99,CHEMBL502835,50000.0,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,inactive,539.6360000000004,3.6159000000000026,7.0,2.0,4.301029995663981
100,CHEMBL118000,8740.0,N#Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,intermediate,465.91600000000017,4.469480000000003,6.0,2.0,5.058488567365597
101,CHEMBL56731,42000.0,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,inactive,280.283,2.6434800000000003,4.0,3.0,4.376750709602099
102,CHEMBL281006,97.0,Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,active,367.41600000000005,3.7486000000000015,7.0,2.0,7.013228265733755
103,CHEMBL1080272,620.0,O=C(NCCN1CCCC1)c1cc2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2[nH]1,active,508.9850000000003,4.898600000000004,6.0,3.0,6.2076083105017466
104,CHEMBL1080506,4.0,Cc1c(C(=O)NCCN2CCOCC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,active,539.0110000000002,4.443420000000002,7.0,3.0,8.397940008672037
105,CHEMBL1087368,960.0,CCN(CC)CCNC(=O)c1[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1C,active,525.0280000000002,5.453020000000005,6.0,3.0,6.017728766960431
106,CHEMBL1080990,934.0,CCOC(=O)c1[nH]c(C)c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,active,454.8890000000002,5.558120000000003,6.0,2.0,6.029653123769907
107,CHEMBL56393,18000.0,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,inactive,297.266,2.2988800000000005,6.0,4.0,4.7447274948966935
108,CHEMBL143805,2884.03,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1,intermediate,310.309,2.0267799999999996,5.0,4.0,5.540000226349733
109,CHEMBL461115,100000.0,COc1ccc(CCNC(=O)c2c(N)ncnc2Nc2ccc(OCc3ccccc3)c(Cl)c2)cc1,inactive,503.99000000000024,5.015900000000003,7.0,3.0,4.0
110,CHEMBL598377,19.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,active,462.9090000000004,5.009200000000003,7.0,3.0,7.721246399047171
111,CHEMBL596755,2000.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1S(=O)(=O)CCCCCCC(=O)NO,intermediate,510.9750000000004,4.404100000000002,8.0,3.0,5.698970004336019
112,CHEMBL92086,15238.0,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,inactive,383.249,4.650500000000003,4.0,2.0,4.817072030763008
113,CHEMBL601040,1880.0,Cc1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,intermediate,351.27700000000004,4.531320000000004,2.0,1.0,5.72584215073632
114,CHEMBL589503,48350.0,O=C(NC1CCCC1)c1ccc(N(CCCl)CCCl)cc1,inactive,329.2710000000001,3.6430000000000025,2.0,1.0,4.31560352158098
115,CHEMBL422347,48.0,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,active,531.6630000000002,5.532400000000004,9.0,2.0,7.318758762624412
116,CHEMBL1242482,10000.0,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(F)c([N+](=O)[O-])c2)SCc2ccc(Br)cc2)cc1,inactive,516.3440000000002,6.351800000000003,5.0,1.0,5.0
117,CHEMBL91748,25710.0,CN(C)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,inactive,412.29100000000005,4.149700000000002,5.0,2.0,4.58989792335714
118,CHEMBL228339,10000.0,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C(=O)Nc5ccccc5)cc4)c(C)c3)c2c1,inactive,571.6370000000002,5.840520000000004,7.0,3.0,5.0
119,CHEMBL229037,140.0,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C(=O)NCC(C)(C)C)cc4)c(C)c3)c2c1,active,565.6740000000003,5.364120000000005,7.0,3.0,6.853871964321762
120,CHEMBL228976,10.0,Cc1cc(Nc2ncnc3cnc(N4CCCC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,active,510.6420000000003,6.245220000000006,7.0,2.0,8.0
121,CHEMBL396204,19.0,COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,active,506.64700000000045,5.513020000000005,7.0,1.0,7.721246399047171
122,CHEMBL230680,2900.0,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCO5)CC4)c(C)c3)c2c1,intermediate,557.6510000000005,3.3447200000000015,8.0,2.0,5.5376020021010435
123,CHEMBL396287,75.0,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)c5cccc(Cl)c5)CC4)c(C)c3)c2c1,active,598.1030000000001,5.132920000000005,7.0,2.0,7.1249387366083
124,CHEMBL3739732,10000.0,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)n2)c1,inactive,525.5900000000003,5.357600000000004,8.0,2.0,5.0
125,CHEMBL2325090,3070.0,Clc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,intermediate,382.8940000000002,6.848900000000005,2.0,0.0,5.512861624522814
126,CHEMBL2325106,4180.0,COc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,intermediate,361.47000000000014,4.243100000000003,3.0,1.0,5.3788237182249645
